1,406954809,12110786627,6713.66230278617
2,400999713,12785219091,10840.108401084011
3,395010666,12879741337,13948.946854512484
4,389382216,12936239381,16439.25694558606
5,384006055,12991552819,18008.283810552854
6,367089800,11974540673,20218.358269308534
7,376847659,12465196783,21317.41632914091
8,373507129,12716142347,22099.447513812156
9,369334693,12244140656,23261.223540358224
10,359290390,11753642012,21110.407430863415
11,333995097,11752354213,23579.34449422306
12,350375152,12086404946,22311.468094600627
13,317338430,11600935999,23255.81395348837
14,356167601,12146291642,24764.735017335315
15,313807803,12833334079,23590.46945034206
16,358586391,13055379487,24084.778420038536
17,352598746,12570150682,24154.589371980677
18,319897517,11804998404,21929.824561403508
19,300622687,12480726196,23391.812865497075
20,314064410,12140286385,22336.38597274961
21,303465079,11376986448,25195.263290501385
22,306172338,11414268290,24009.603841536613
23,348350194,13203315960,23752.969121140144
24,342336250,12914878890,26150.62761506276
25,309756585,13048802033,25031.289111389236
26,293727049,12142616350,25740.02574002574
27,327893562,12596379182,26788.10608090008
28,334915013,13225574483,24857.071836937608
29,272305724,12894824458,24372.410431391665
30,276859993,10536440369,25056.37684790779
