1,374541295,12144257912,5117.969189825477
2,330659515,10494971421,6717.270101430779
3,313160086,10395480664,7651.694850409365
4,290097759,11614159175,8304.958059961797
5,271905471,13345100379,8180.628272251309
6,268936481,13881162147,9166.743056192136
7,264479691,14150428419,8791.981712678038
8,259295453,13446406839,9506.60709192889
9,260223818,15366025142,9320.533134495294
10,9414.422895876483,,
11,244976906,9664774017,9828.97582071948
12,241758242,11801025008,9545.628102329134
13,235870520,9140648138,10598.834128245893
14,232828226,11098701464,11169.440411035408
15,226230938,8462745759,9719.117504130625
16,238996387,9775047847,9667.440061871617
17,239789310,9466084203,10092.854259184498
18,231217446,10109099708,11175.681716584711
19,222419521,12687185535,9976.057462090981
20,213497884,8149515793,10144.045445323594
21,217153868,9792037259,9940.357852882704
22,223418460,8577124791,10224.948875255624
23,223448349,8498259133,11466.574934067194
24,219184298,8885697521,9738.994935722634
25,224242598,9193340919,10357.32780942517
26,212307293,8179012638,10422.094841063054
27,223283872,11515873139,10296.540362438222
28,214073422,12635522820,10508.617065994114
29,215320664,8752067415,10319.917440660474
30,219444419,8155341685,11804.98170227836
